,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
2269,DOC2828021446 (33-2021),Engineering & Construction Services - Capital Works Delivery,Wet Weather Flow Reduction in the Scott Street Pumping Station Service Area – Sanitary and Storm Sewers and MHs Rehab,Capital Sewer Services Inc.,2918563.0,,competitive,05/12/2021,CAD
2330,Doc2985425245,Transportation Services,"Request for Tender for Permanent Repairs to Utility Cuts, Toronto and East York District (21TR-OM-105-TEY-TU)",SANSCON CONSTRUCTION LIMITED,2882200.0,,competitive,07/23/2021,CAD
1009,PW13.4,Toronto Water,"Amendment # 2,Increased contract value in the amount of $718,951.00 and amend validity date to March 31, 2020 for the third Option year.",Alfa Laval Inc.,2842348.0,04/30/2019,non-competitive,,CAD
486,11334,Information & Technology,For the provision of the 2021 Oracle Technical Support Services,ORACLE CANADA ULC,2841507.15,12/18/2020,non-competitive,,CAD
841,10317,Information & Technology,Renewal - for the 2020 Oracle Technical Support Services,ORACLE CANADA ULC,2810822.0,12/24/2019,non-competitive,,CAD
505,11261,Toronto Water,"Amendment- For additional works of the emergency,services to secure a portion of a 2100mm transmission watermain that was left suspended as a result of a,collapsed transportation culvert on Ellesmere Rd and Morningside Ave",OJCR CONSTRUCTION LTD,2801289.38,12/07/2020,non-competitive,,CAD
256,11518,Information & Technology,"AUTHORITY GL21.17 adopted by Council on April 7 and 8, 2021.,For the provision of Microsoft 0365 subscription licenses for the Tenant Design and Plan document.,All in accordance with the signed Microsoft Enterprise Services Work Order terms and conditions and the provisions of the Microsoft Services Agreement reference 5555737",MICROSOFT CANADA INC,2709100.0,05/11/2021,non-competitive,,CAD
2311, Doc3037760507,Engineering & Construction Services - Engineering Services,Major Road Resurfacing on Tapscott Road  from McLevin Avenue to 220 metres south of McNicoll Avenue,Brennan Paving and Construction Ltd.,2682658.0,,competitive,08/11/2021,CAD
2370, Doc2930450970,Information & Technology,F5 Products Support and Maintenance Services,OnX Enterprise Solutions Ltd.,2640437.49,,competitive,07/22/2021,CAD
2367,Doc2904857158,Long-Term Care Homes & Services,Electric High Low Beds and Mattresses RFQ,Span Medical Canada,2638854.0,,competitive,07/28/2021,CAD
2328,Doc2975835185,Transportation Services,"Request for Tender for Permanent Repairs to Utility Cuts, in the Toronto and East York District (21TR-OM-104-TEY-TU)",FERPAC PAVING INC,2579500.0,,competitive,06/22/2021,CAD
985,GL3.6,City Clerk's Office,"AMENDMENT #5 - May 16, 2019 (NC# 9913),Corrected unit price on Line Item 260 from $17.00 to $1.00",OPEN TEXT CORPORATION,2571462.6,05/16/2019,non-competitive,,CAD
477,11213,Long-Term Care Homes & Services,"AMENDMENT # 1 December 18, 2020 NCPR - 11313,Extended the contract validity date to March 31, 2021 for additional nursing staff in response to Covid-19.,The contract target value remains the same.",AC NURSING & HEALTH SERVICES INC,2500000.0,12/18/2020,non-competitive,,CAD
977,9453,"Shelter, Support & Housing Administration","Amendment #1 - May 28, 2019 - (NC# 9927),Added line 20 in the amount of $2,000,000.00 (exclusive of taxes) and amended the validity end date to July 31, 2019 to cover outstanding invoices for the period ending July 31, 2019.",COMFORT HOTEL AIRPORT NORTH,2500000.0,05/28/2019,non-competitive,,CAD
1122,GM16.8,Information & Technology,Renewal - For the provision of Microsoft Licences as required on a pay-as-you-go basis for the period,SOFTCHOICE LP,2438243.91,12/21/2018,non-competitive,,CAD
2032,8359,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013.",Defina Haulage Ltd.,2318400.0,02/13/2014,non-competitive,,CAD
1188,GM27.7,Information & Technology,"For the provision of professional services to implement SAP proprietary software SuccessFactors solution for the Enterprise Wide Transformation Projects: Organizational Management and SAP Security and eRecruitment and Onboarding all in accordance with Amendment No. 36, effective June 7, 2018, to the Software End-user Value licence and Implementation Services Agreement dated December 18, 1998.",SAP Canada Inc,2317704.0,10/17/2018,non-competitive,,CAD
1373,8903,"Shelter, Support & Housing Administration","To increase the target value by $2,300,000, net of all taxes.  For the provision of meal services for the clients that have been referred to for emergency shelter purposes.",ALS Alternatve Living Solutions,2300000.0,11/22/2017,non-competitive,,CAD
2324,Doc2954746681,Transportation Services,"Request for Tender for Permanent Repairs to Utility Cuts, in the Toronto and East York District (21TR-OM-103-TEY-TU)",PTR PAVING INC,2297750.0,,competitive,06/25/2021,CAD
2333,: Doc2891626853/80-2021  ,Transportation Services,Request for Tenders for Permanent Repairs to Utility Cuts and Maintenance Repairs on Arterial and Collector Roads. North,MAPLE-CRETE INC,2268713.59,,competitive,05/14/2021,CAD
2076,8338,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013",MAPLECRETE INC,2268000.0,01/20/2014,non-competitive,,CAD
2310, Doc3003119782,Engineering & Construction Services - Engineering Services,Road Reconstruction and Sidewalk Construction at Attwell Drive from Disco Road to Carlingview Drive,Sanscon Construction Ltd.,2236977.0,,competitive,07/28/2021,CAD
407,11475,Toronto Water,"AMENDMENT #4 - January 27, 2021 - Option Year 5 (NCPR 11475),Increased the contract value in the amount of $442,378.99 and amended the validity end date to,December 31, 2021 for the 5th Option Year renewal.,Contract value changed from $1,771,566.22 to $ 2,213,945.21.",EVOQUA WATER TECHNOLOGIES LTD,2213945.21,01/28/2021,non-competitive,,CAD
2245, 	 Doc2865732055,Transportation Services,Request for Tender for Hot-in-Place Asphalt Patching Area 2 (21TR-OM-122-A2-TR),AQUA TECH SOLUTIONS INC,2196566.0,,competitive,04/28/2021,CAD
2298,Doc3157941602,"Parks, Forestry & Recreation",Ledbury Community Centre State-of-Good Repair,Joe Pace & Sons Contracting Inc.,2185440.0,,competitive,12/15/2021,CAD
2401,Doc2664382641,Fleet Services,Equipment Trailers ,J&J Trailers Manufacturers & Sales,2175790.0,,competitive,04/06/2021,CAD
2323,Doc2935922509# 108-2021,Transportation Services,"Request for Tenders for Repairs to Culverts, Driveways, Ditches, Shoulders and Guide Rails, Etobicoke York District, War",IL DUCA CONTRACTING INC,2114138.0,,competitive,07/26/2021,CAD
1387,8996,"Social Development, Finance & Administration","Line item 30 was added in the amount of $2,100,000, net of all taxes until October 31, 2017.",Quality Hotel & Suites Airport East,2100000.0,10/13/2017,non-competitive,,CAD
2304,Doc2891355315,"Parks, Forestry & Recreation",Tennis Court/Rink Pad Improvements,Frank Pellegrino General Contracting Ltd.,2091857.0,,competitive,07/13/2021,CAD
2335,Doc2922336030 (106-2021),Engineering & Construction Services - Capital Works Delivery,Restoration of an exposed sanitary siphon crossing,R&M CONSTRUCTION,2086187.05,,competitive,08/24/2021,CAD
2438,Doc2679841412 (9155-20-0166),Solid Waste Management Services,Business Transformation and Change Management,,2084517.6,,competitive,10/22/2021,CAD
2426,,"Parks, Forestry & Recreation",Request for Proposals for Professional services for the design/construction of the Davisville Aquatic Community Centre,CS&P ARCHITECTS INC ,2068700.0,,competitive,02/24/2021,CAD
2297,Doc2938303660,Solid Waste Management Services,Disco Transfer Station – Site Improvements,,2051025.0,,competitive,10/18/2021,CAD
2051,8352,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013","1167877 ONT INC, O/A AULAKH TRANSPORT",2005920.0,01/22/2014,non-competitive,,CAD
1996,8397,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan (Parks, Trails and Watercourses) as a result of the Ice Storm on December 21 & 22, 2013",PAVE-TAR CONSTRUCTION LTD,1975680.0,01/20/2014,non-competitive,,CAD
615,11015,Toronto Water,Amendment - For the provision of the emergency construction services to repair a failed section of the 1200 mm diameter East Don Sanitary Trunk Sewer (STS) in the East Don Parkland near Finch Avenue East and Alamosa Drive,OJCR CONSTRUCTION LTD,1961840.62,09/10/2020,non-competitive,,CAD
2266,Doc2780356240,Transportation Services," Eglinton Avenue West between Jane Street and Glenvalley Drive - Multi-Use Pathway, Sidewalk and Bus Bay Construction.",MIDOME CONSTRUCTION SERVICES LTD,1936599.84,,competitive,06/05/2021,CAD
2268,Doc2790015767,Engineering & Construction Services - Engineering Services,Major Road Resurfacing on Mt.Pleasant Road from Dawlish Avenue to Roehampton Ave.,D Crupi and Sons,1926352.73,,competitive,04/27/2021,CAD
2322,Doc2935294783,Transportation Services,"Permanent Repairs to Utility Cuts, Municipal Road Damage and Install Vehicular Access Ramps (21TR-OM-101-TEY-TU)",Maple Crete Inc.,1886120.0,,competitive,06/22/2021,CAD
1329,GM15.11,Public Health,For the provision of a service provider to participate in the Healthy by Design: Active Apartment Neighbourhoods Project.,Sustainable TO Architecture + Bldg,1877544.0,01/05/2018,non-competitive,,CAD
1662,PW6.5,Toronto Water,"For the supply of all labour, materials, equipment and supervision required for locating, marking and mapping underground infrastructure at various locations within the City of Toronto and the Region of York, as and when required for the period from July 1, 2015 to June 30, 2016",QX LOCATES,1868000.0,02/06/2016,non-competitive,,CAD
2318,Doc2872030657/64-2021 ,Transportation Services,"General Maintenance including repairs to roads and sidewalks, concrete sidewalk and curb repairs, wheelchair ramp, concr",SANSCON CONSTRUCTION LIMITED,1865765.0,,competitive,06/04/2021,CAD
446,11390,Real Estate Services,"AUTHORITY: GL19.18 Adopted by The General Government and Licensing Committee on,November 30, 2020.,AMENDMENT #2 - January 4, 2021 - NCPR 11390,Increased the contract value by $930,000 and amended the validity date to May 31, 2021 for maintenance,and repairs to heating, ventilation and air conditioning systems.,Contract target value increased from $920,000 to $1,850,000.",SUPERIOR AIR SYSTEMS LTD,1850000.0,01/04/2021,non-competitive,,CAD
1883,GM31.9,Information & Technology,To provide implementation services for the migration to the Microsoft Exchange E-mail System,MICROSOFT CANADA INC,1840000.0,09/03/2014,non-competitive,,CAD
2302,Doc2725425226,"Parks, Forestry & Recreation",Request for Tenders for  Rivercrest AIR Tennis Court-Rink Concrete Pad Replacement State of Good Repair,Joe Pace & Sons,1836300.0,,competitive,07/07/2021,CAD
1995,8389,Solid Waste Management Services,"Amendment - To increase the contract value by $1,810,930(exclusive of taxes) for the Emergency supply of operators and equipment necessary to provide Grinding and Haulage",WALKER ENVIRONMENTAL GROUP INC,1810930.0,03/10/2014,non-competitive,,CAD
1462,GM16.8,Information & Technology,"For the provision of Microsoft Licences as required on a pay-as-you-go basis for the period from January 1, 2017 to December 31, 2017 with the option to renew for two (2) additional one (1) year periods ending December 31, 2019.",SoftChoice LP,1810480.54,01/01/2017,non-competitive,,CAD
2301,Doc2681010301,"Parks, Forestry & Recreation","Request For Tender - Malvern and Heron Park Community Centre, Chiller Replacement pre-qualified under RSFQ 3907-20-5019",JOE PACE & SONS CONTRACTING INC ,1809000.0,,competitive,02/16/2021,CAD
2320,Doc2884289579/73-2021 ,Transportation Services,"Permanent restoration of utility cuts and maintenance repairs of roads, sidewalks, curbs, dr", PTR PAVING INC ,1805576.0,,competitive,05/04/2021,CAD
196,11648,Toronto Water,"For the provision of Process Control Systems maintenance and support Maintenance for the period from April 1, 2021 to March 31, 2026, all in accordance with the signed Software and Support Service Agreement dated March 26, 2021.",GE INTELLIGENT PLATFORMS CANADA,1786593.1,04/07/2021,non-competitive,,CAD
2325,Doc2961537149,Transportation Services,"Request for Tenders for General Maintenance to Roads and Sidewalks, in the Toronto & East York District",MAPLE-CRETE INC,1780625.0,,competitive,07/02/2021,CAD
2260,Doc2219202727 / nRFP No. 1201-20-5001,Environment & Energy Office,Solar Photovoltaic (PV) Rooftop and Carport Systems,Moose Power Inc.,1777694.34,,competitive,09/23/2021,CAD
856,GL8.14,Fleet Services,"For the supply and delivery of labour, materials and equipment necessary to provide overflow warranty and non-warranty Original Equipment Manufacturer (OEM) authorized parts and services for Volvo, Case and Terex equipment as and when required by the City of Toronto, Fleet Services Division for a period of one (1) year, from November 1, 2019 to October 31, 2020, with the option to renew the contract for four (4) additional separate one (1) year periods, all in accordance with the Legal Agreement dated October 15, 2019.",STRONGCO LP,1776679.0,12/06/2019,non-competitive,,CAD
